Gender,Ethnicity,Age,Condition,Manipulation,Magnitude,Choice,Justification
Female,Caucasian,22,6,2,3,150.0,"I would need the money to be $150 to wait a month for it. This is because I could use the mony now, so it would have to be a big enough difference to make it worth the wait."
Male,Caucasian,25,6,2,3,101.0,Any whole dollar amount over $100 would be acceptable as it is a good percentage return. For example $101 would equate to a 12% apr.
Female,Caucasian,36,6,2,3,120.0,"A month is not a terribly long time.  Plus, $100 will not make or break my life.  It would not take a lot to make me wait.  I could not invest the $100 and get $20 back most likely, so I would be willing to wait a month for that."
Female,Caucasian,29,6,2,3,150.0,"I would want to receive at lease 150 to wait that amount of time. If I was going to have to wait for that amount of money, which would be nice to win, but not a huge change in my economic status, I would at least want 150. That way, it would make it seem worthwhile that I had waited that amount of time as opposed to immediately having some fun money to spend shopping. "
Female,Caucasian,49,6,2,3,125.0,I would probably be willing to wait for a month to get an extra $25 because that would be about enough to make the wait seem worthwhile.
Female,Caucasian,59,6,2,3,110.0,"$110. waiting one month is nothing. If it were longer, i'd probably want a little more."
Female,Caucasian,40,6,2,3,200.0,I would wait a month to double my winnings. I do not spend or count on cash until it is in my hand/account. Waiting 30 days to double my winnings would be very attractive to me.
Male,Caucasian,25,6,2,3,350.0,"Winning $100 is pretty appealing to me, if I were to receive it right now. I would have to say that a much larger sum would be required for me to accept it one month from now. I am unemployed so money now is more important that money later."
Female,Caucasian,60,6,2,3,250.0,"I would wait one month if the amount were at least doubled. Tripling the amount would be preferrable, but not necessary. "
Male,Caucasian,27,6,2,3,200.0,I would like to receive about $25 per week that I put off on receiving the prize. This just seems like a reasonable number to me.
Male,Caucasian,19,6,2,3,150.0,An extra $50 is worth a fair amount to me. Anything less wouldn't be worth the wait really because I would rather just spend or have the money now.
Male,African American,22,6,2,3,300.0,"It would require that the amount be $200 or greater. The whole purpose is to flip your dollar, sometimes it takes a day, sometimes it takes a month. I I were to receive $100, I would be looking for opportunities to spend money to make it back plus interest. In this case if I were guaranteed $100 today with intentions on flipping it, and the option comes where I would get a chance to flip $100 into  $200 with a small sacrificial wait period, I would absolutely hope on it. "
Female,Caucasian,28,6,2,3,150.0,"I would wait if I got $150. The money is extra, not expected, so I would pretend I didn't have it and make more use of it later."
Male,Caucasian,28,6,2,3,300.0,Depends on how mucht time are given for reward. It can be for example may be for a week and is $ 300 .
Female,Caucasian,42,6,2,3,120.0,"I would prefer it now unless it was a lot more, otherwise I'd want to pay off my debt."
Female,African American,23,6,2,3,120.0,"Winning a raffle is always nice because its not guaranteed.  To win more by just waiting would be fine by me because its money I didn't have in the first place.  I would wait a month to receive at least an extra $20 to bring my total raffle prize to at least $120, otherwise , I would just take the $100 at the time."
Female,Caucasian,50,6,2,3,110.0,"I do not need the $100 today.  Given that I am not in a hurry to get the money, I'd be willing to wait a month for a relatively little bit extra."
Male,Caucasian,42,6,2,3,125.0,"It would have to be fairly substantial, perhaps twenty five percent more, to put off the taking the money now. Delaying a month for an extra five or ten dollars just would not be worth it to me. "
Female,Caucasian,19,6,2,3,200.0,"I would need for it to be about $200. I have car insurance due this month, and not a lot of money to pay it. $100 now would be really helpful, since I need the money pretty badly. However, $200 later could completely pay the insurance, and I could get by with what I have now."
Female,Caucasian,35,6,2,3,120.0,"I am worried about the future. I would rather have the money now to ensure that I get it, versus a promise of later that they may not deliver upon. Or inflation, and the money is worth less then."
Male,Caucasian,32,6,2,3,120.0,For me to wait I would need a decent incentive. For me 20 dollars would be about right. It's 20 percent of the original amount and would be enough for me.
Male,Caucasian,33,6,2,3,110.0,"I would find it prudent to wait a month since there is certainty of my monetary prize being larger. Moreover, given our current income and ability to manage our finances, I would not terribly miss $100 that I never had in the first place."
Male,Caucasian,18,6,2,3,150.0,I would like the reward to be at least 50% more than $100. The extra 50 dollars would be my incentive to wait.
Male,Caucasian,25,6,2,3,107.0,I would need at least $7 more to delay the reward a month because that is roughly an 8% ROI. If I received less than that my ROI would be less than I can make via other methods such as trading of stocks and micro finance loans. While it is better than a bank savings rate it is not better than I can do on my own.
Male,Asian American,18,6,2,3,110.0,I honestly wouldn't need much more money to convince me to wait one month. As long as the payment for waiting was at least 10% larger I would be willing to wait. It's not as if I need the $100 immediately for something urgent.
Male,Caucasian,20,6,2,3,125.0,"I'd only take a minimum of $125 if I had to wait a month, since any less doesn't feel like it'd simply be worth the time. I could use the money now, and despite any other amount being higher, it wouldn't have as much worth."
Male,Caucasian,21,6,2,3,125.0,"I am in no dire need for the one hundred dollars now. Consequently, it would not require much more money for me to wait one month to get payed."
Male,Asian American,21,6,2,3,2000.0,I would require 2000 dollars to make waiting an option. It would be much more worth while if I were to receive double the money later rather than now. It would be like an interest rate on the winnings.
Male,Caucasian,28,6,2,3,105.0,"I would not require much more than the original $100 prize because interest rates are so low, I would be happy with a small ""return"" on my ""investment."" I would be really happy with $105 because that would be a 5% return in one month."
Male,Caucasian,30,6,2,3,300.0,I make about $300 a month from using Mturk. I would have to be paid at least that amount of money to wait one month.
Male,Caucasian,33,6,2,3,150.0,"I would want to have at least 50 dollars more in a month. That way I am getting a 50% gain on the money that is being held out on.  Since it's only a month, 50 dollars would be fine, but if it were a longer period of time I would want more."
Male,Caucasian,25,6,2,3,110.0,"I would prefer to receive $110.  It is a little more, and enough for me to wait a month to receive it.  A month isn't that long, and I am not in desperate need of that money."
Male,Asian American,23,6,2,3,150.0,It would be difficult to find anything that would give you this type of return over this time frame so I would ask for the below amount simply because of the amount of time that I would have to wait. If it were a longer time frame it could be argued that you could invest the $100 and earn the requested amount. 
Female,Caucasian,20,6,2,3,1000.0,"if i didnt need the money know, why not wait and gather interest ont it"
Male,Caucasian,21,6,2,3,200.0,"For me to wait one month, I would want it doubled. I'm in need of the extra money, so taking the initial $100 would be the ideal."
Male,Caucasian,19,6,2,3,105.0,"It barely matters when I receive the money, as long as I receive it, so I only chose $5"
Male,Caucasian,27,6,2,3,300.0,I would want to take the money now and not wait. I could use the money immediatly and would not want to wait. Waiting for the money would take a while and I would want more than 100.
Male,Caucasian,26,6,2,3,110.0,"I don't need money too terribly and I am not a great investor, so realistically, I'd probably just blow the money or save it, and the interest rate on $100 wouldn't be too great, so a nominal increase over the $100 would be ok with me."
Male,Caucasian,22,6,2,3,200.0,It would actually only takes me roughly to 200$ to get me to take the one month option. The reason for this is because it is short term for a 100% increse in the amount that I could easily wait the one month for the added benefits. 
Female,Caucasian,34,6,2,3,150.0,I think that it would have to be at least half more.  It would be hard to wait for a month for anything less then that.  100 now would be enough for a nice dinner and movie for my husband and I.
Female,Caucasian,21,6,2,3,200.0,$200  /  / I do not think one month is that long of a time to wait to double your reward.  $100 will not break or make me in a month.
Female,Caucasian,42,6,2,3,125.0,I could really use the money now.  It would take a substantial amount to make me wait.
Female,Caucasian,35,6,2,3,500.0,Right now I am really strapped for cash so it would have to be pretty large in order for me to wait.
Male,African American,29,6,2,3,200.0,I would cash in on my reward. Money isn't everything. I was raised to get it while the getting was good.
Female,Caucasian,20,6,2,3,115.0,I would choose to wait if the value increased to $115 or more because I dont really need the money now and it would be worth it to get more later
Male,Caucasian,31,6,2,3,1000.0,"I would wait a month, because the gain will be far greater in the end, I think. Maybe it would not though."
Female,Caucasian,23,6,2,3,150.0,"50, any money is more money, and a month is not that far away."
Female,African American,55,6,2,3,200.0,I would wait 1 month to receive $200 because I would double my money. That timeframe isn't very long based on the reward.
Female,Asian American,18,6,2,3,400.0,"I'd say about 300$ more. I'd like money sooner rather than later, but that much is worth it. "
Female,Caucasian,21,6,2,3,150.0,"I'm a patient person. i.e. getting $150 is better than $100, and is worth waiting for. For a few dollars, I'd rather take the money upfront and put it toward something right away. "
Male,Hispanic,26,6,2,3,110.0,"The money isn't a pressing need for me right now.  Since I can't make much in interest by saving it I would wait for almost anything.  However, it would have to be enough that I 'd risk forgetting to cash in my winning raffle ticket."
Male,Hispanic,35,6,2,3,200.0,"100. / It would take 100 or 100%, the reasoning lies in, the company offering the prize has money to give away, therefore they will just be playing with me by making me wait. i could ask for any amount, but i ask a 100% of the prize for it will be unreasonable to ask for more, and unreasonable for not getting 100% more of the winnings, therefore everyone happy."
Female,Caucasian,23,6,2,3,110.0,"Having money right now is tempting, since I could use it to either pay back my parents or to spend on something I need, like new sneakers. As such, I'm more likely to accept $100 right now instead of waiting a month to get $100 plus a negligible amount more (such as $105)."
Male,Caucasian,27,6,2,3,400.0,"The reasoning behind needing the amount below would be that the infusion of cash 100 dollars can make instantly is about 4 times as much as having to wait for it for 1 month. Having 100 dollars now can only get you so much and if you need it now it may be attractive, but because I make money in another way an extra hundred dollars in a month won't matter, but if it is significantly more it may be worth the wait"
Male,Caucasian,24,6,2,3,200.0,I would wait for a few more dollars just because I know I dont need it yet.
Female,African American,28,6,2,3,200.0,I would require double since I had to wait longer time is money
Male,African American,59,6,2,3,250.0,i just feel $250 would be a decent amount if i had to wait for money.
Male,Hispanic,23,6,2,3,200.0,"One month isn't really that long, but the amount has to be a little bit more for me to wait. I would say the amount that I would wait a month for would be at a miniumum of 200 dollars. "
Male,Caucasian,29,6,2,3,110.0,"I would only require $110 dollars.  I came to this conclusion because $100 is not a significant amount of money and by waiting 1 month, I could get a 10% return on my money.  "
Male,Caucasian,25,6,2,3,200.0,"more money is more money and i don't need the money that badly immediately, so i would gladly take 100 extra dollars  a month later."
Male,Caucasian,24,6,2,3,140.0,"I would wait 1 month if I was to get more money later. I think that if I was given at least $20-$40 more, I would wait a month. The reason I would accept more cash later, is that if I have the cash now, I will spend it now. If I can wait and then get more, I'm all for that."
Male,Caucasian,27,6,2,3,150.0,"in order to choose the the money in a month, i would require at least $50 more a month.  As i see it, the extra $50 would serve as a waiting fee or inconvenience fee.  So, in a month i would ask for $150 or accept the $100 this month."
Female,Caucasian,31,6,2,3,1800.0,"I would wait the month. The reason the I would request 1800 is because it would pay my next months bills. I could skate by without the 100, but $1800 would be far more beneficial to me. "
Female,Caucasian,48,6,2,3,105.0,"I can't earn much money in my bank account.  However, I don't mind waiting a month.  I would need only a small amount extra to wait a month."
Male,Caucasian,35,6,2,3,150.0,It would have to be at least 150. It would not be worth it if it was less than that unless you are ready had plenty of money and 100 is not anything to you to begin with. 
Female,Caucasian,43,6,2,3,125.0,"The amount of money involved is very small so I would rather have the payment now.  An additional $25 is a significant amount (but still small) so I would be willing to accept it.  A ""reasonable"" return on investment such as 4% or 10% is just too little to bother with when the initial amount is only $100."
Male,Caucasian,43,6,2,3,120.0,"I would want $120 a month from now - an extraordinarily high % ""interest"", but a nominal amount since the prize is only $100"
Female,Caucasian,32,6,2,3,500.0,$500 would be worth 1 month.  $100 for each week I had to wait plus the original $100
Female,Caucasian,27,6,2,3,150.0,I would love to have the money now but if i wait just one moth i would get more would make me feel like i have done more.  I would feel as thow it was a btter investment to wait the one extra month.  Im not sure that the amound it would require for me  to wait a month would be availbe becasue i would rather have the money now. 
Male,Caucasian,24,6,2,3,200.0,I would say an extra 100 dollars would make me agree to wait more.  Anything less than double the original amount doesn't really seem worth it because something could happen and I could end up getting no money.  I'd rather take the 100 right away if I was only going to receive a little more next month
Female,Asian American,26,6,2,3,110.0,"The $100 would be nice immediately, but I don't desperately need the money.  I would be willing to wait for a higher amount for the short period of one month.  "
Female,Caucasian,20,6,2,3,150.0,"I would need to recieve at least another fifty dollars to make it more lucrative to get the reward next month. Thinking about it, a month later isn't a long time to wait, but if you'd just won a contest you probably want to get your money pretty quickly. Fifty dollars would be enough to make me fine with waiting another month."
Female,Caucasian,24,6,2,3,200.0,I would have to recieve a minimum of $200. If not I would want my $100 immediately.
Male,Caucasian,38,6,2,3,150.0,I guess $150 or more... It has to be worth it and I think an extra $50 would do the job!
Female,African American,21,6,2,3,150.0,If I were to get at least 50.00 I would wait. Less than that would not be worth waiting for me. 
Male,Caucasian,53,6,2,3,250.0,I would have to take market risk. Why is their a delay in payment ? I would have to take economis risk ? How much is the $100 worth 30 days later ?
Female,African American,28,6,2,3,250.0,"It all depends on how much over $100, if i be be willing to wait. if it was 250 i would be willing to wait the month, but if it was any less than that, i would take the 100."
Male,African American,19,6,2,3,150.0,"For the 1 month wait to be as attractive, the amount would have to be at least $50 to $100. Anything below could be earned on my own within that timeframe. "
Female,Caucasian,28,6,2,3,200.0,$200  I would need the amount to be at least doubled for me to bother waiting a month to receive it.
Female,Hispanic,28,6,2,3,180.0,"To make me wait it would have to be at least more than 50 %, otherwise is not worth it."
Female,Caucasian,52,6,2,3,200.0,I could really use the money now so I would want at least to double the amount to wait 1 month.
Male,Caucasian,54,6,2,3,200.0,"To make waiting 1 month worthwhile, the money would have to be doubled.  This is mostly because of the percieved inconvenience of waiting, and the presumption that I would experience some degree of hardship while waiting to be paid.  Also, there's a sense that the money loses value over time, and waiting for a payout diminishes the actual purchasing power of the sum."
Male,Caucasian,23,6,2,3,110.0,"Waiting another month for money would normally not be a big deal at all. Especially if there is an added bonus involved. there really isnt a scenario where I wouldnt wait, unless of course I really needed the $100 now"
Female,Caucasian,29,6,2,3,200.0,"I would wait a month for $200 or more. $100 isnt a whole lot of money, so it would be worth it for me to wait and potentially double it."
Female,Other,31,6,2,3,300.0,3 months worth of money at once. I would look for a larger lump payment because spending $100 is too easy. If it were received in larger sums it would make putting it into savings a lot easier. And also give me time to fiugre out how I want to allocate it.
Female,Caucasian,22,6,2,3,500.0,"I would require $500 if I had to wait a month. Any less than that would not be worth waiting for because I could put the initial $100 to good use. If I am going to wait for the money, I would need to feel like I am being rewarded for waiting. "
Female,Caucasian,31,6,2,3,150.0,"It'd have to be enough to do something extra with next month in addition to what I'd use the money for now.  As I'd put it towards my credit card, I'd need to amount to increase more then the intrest charge on my creditcard for that month."
Male,Caucasian,22,6,2,3,300.0,"300 is the absolute minimum, a months worth of time spent. I could make more than that and just not even worry about it. So I think 200 is pretty justifiable"
Female,Caucasian,25,6,2,3,150.0,"I would require $150 to wait a month to receive my reward. By the time a month comes, I would have probably forgot about winning, making it all the more exciting. Plus, it's more than what I could have walked away with."
Male,Caucasian,37,6,2,3,200.0,"As much/little as double would enough for me to safe, or 100 dollars more, more total of 200.  I'm not in dire need of 100 as to wait for one month."
Male,Caucasian,52,6,2,3,200.0,I may not be around in a month. I want to  do something now with the money. I don't like to wait.
Female,Caucasian,33,6,2,3,1000.0,"I am a mother and a student, I would need it to be substancial before concidering to wait. "
Female,Caucasian,26,6,2,3,200.0,"The delayed payment would need to compensate me for the time of having to wait to receive the $100.  If I could double my reward by waiting a month, it would be worth it because I could do twice as much with the money by waiting just a short period of time."
Male,Caucasian,26,6,2,3,200.0,"It would take doubling the $100 to make it worth it for me because $100 is not much money, but doubling it makes it seem worth the wait."
Male,Caucasian,16,6,2,3,200.0,I would make them pay me a hundred dollars more to wait a month. 
Male,Caucasian,25,6,2,3,260.0,Money is very tight for me personally right now.  I chose $260 because that is the total amount of my student loan payments right now.
Female,Caucasian,46,6,2,3,105.0,"100 isnt alot so more would be better. / 100 wouldnt do much for me right now. / I need money later, not right now."
Male,African American,28,6,2,3,150.0,sometimes it depends if your working or not. I m mot working right now so i need at least %50 more. 50% more is $150 total.
Male,Caucasian,19,6,2,3,200.0,It would have to be a good amount more but not a huge amount as I only have to wait one month. If I had to wait longer however the amount would have to be significantly higher. 
Male,Asian American,29,6,2,3,105.0,"With interest rates at a current low point, the return rate for waiting will be potentially higher by waiting one month"
Female,Caucasian,28,6,2,3,200.0,"it would have to be atleast twice the amount to justify waiting on money that my family could really use for important things, ike bills, food or clothing"
Female,Caucasian,23,6,2,3,120.0,"I would want to get at least 20 dollars more. I don't need the money now so it's not vital that I get it TODAY. However, the money I get later would have to be a significantly higher amount (20)."
Male,African American,24,6,2,3,200.0,I would require triple the initial amount to wait a month.  I'd rather have $100 on the spot if I wasn't expecting it as oppose to wait a month for money that I may not receive.
Female,Asian American,25,6,2,3,500.0,"I'm gonna wait until 1 month so i can receive more than a 100 because waiting that long is worth waiting for.Patience is a virtue as what everybody said,if you can wait long then you can receive much reward nor money.I am so eager to wait because I really needed that amount of money."
Male,Caucasian,21,6,2,3,120.0,I think the incentive of another 20 dollars would keep me from wanting the hundred dollars instantly
Male,Caucasian,26,6,2,3,110.0,I would not mind waiting 1 month to receive an additional 10%.  That is a total of 110 dollars.
Female,Caucasian,42,6,2,3,200.0,"In order to make me wait one month, I would require the amount to double.  It would have to be a $200 payment.  For me, it's not so much the amount, but the percentage of the increase that matters."
Female,Caucasian,51,6,2,3,200.0,I don't need the cash immediately. I would consider waiting another 30 days to double the amount. I would not accept less than double the amount as compensation for the extra wait time.
Male,African American,30,6,2,3,150.0,I would wait for an extra 50.  It would be hard to wait because I could really use that money right now.
Male,Caucasian,33,6,2,3,101.0,Needs to be more than I could expect to make having invested the $100.  Say around 1% at the minimum.
Female,Caucasian,22,6,2,3,150.0,One months I a long period of time to wait for only 100$ which is easily spent due to price inflations. 100$ for example is not enough to pay any of my monthly utility bills or even fill up the tank in my truck.
Female,Caucasian,53,6,2,3,500.0,I would consider $500.00 worth waiting a month for as opposed to getting $100.00 now. Waiting 30 days is a long time when it comes to reaping the rewards of winning a raffle. Anything less than $500.00 is not worth waiting for. I would rather take the $100.00 now if I couldn't have the $500.00 in a month. 
Female,Caucasian,42,6,2,3,150.0,"In my current situation, I seem to always be in need of cash for various expenses.  In this paycheck-to-paycheck existence, I would want the $100 now.  I would be willing to wait a month only if the amount were greater than $150."
Male,Pacific Islander,23,6,2,3,150.0,I would want at least $150 for interest that accrued within the past month. I the highest I would requestion in $175
Female,Caucasian,25,7,1,4,400.0,
Male,Caucasian,53,7,1,4,250.0,
Female,Caucasian,36,7,1,4,240.0,
Male,African American,29,7,1,4,300.0,
Female,Caucasian,52,7,1,4,300.0,
Female,Caucasian,48,7,1,4,300.0,
Female,Caucasian,53,7,1,4,500.0,
Male,Caucasian,30,7,1,4,205.0,
Male,Caucasian,24,7,1,4,500.0,
Female,Caucasian,24,7,1,4,250.0,
Female,Caucasian,33,7,1,4,250.0,
Female,Hispanic,23,7,1,4,300.0,
Male,Caucasian,27,7,1,4,250.0,
Male,African American,35,7,1,4,500.0,
Female,Caucasian,42,7,1,4,250.0,
Female,Caucasian,42,7,1,4,250.0,
Female,Caucasian,20,7,1,4,220.0,
Female,Caucasian,22,7,1,4,500.0,
Female,African American,32,7,1,4,230.0,
Female,Caucasian,33,7,1,4,500.0,
Male,Asian American,43,7,1,4,250.0,
Male,Caucasian,30,7,1,4,220.0,
Female,Caucasian,23,7,1,4,210.0,
Male,Caucasian,25,7,1,4,300.0,
Male,Caucasian,48,7,1,4,300.0,
Male,Caucasian,47,7,1,4,220.0,
Female,Other,23,7,1,4,500.0,
Male,Asian American,25,7,1,4,203.0,
Female,Other,28,7,1,4,400.0,
Female,African American,21,7,1,4,220.0,
Male,Caucasian,20,7,1,4,250.0,
Male,Caucasian,19,7,1,4,400.0,
Female,Caucasian,38,7,1,4,250.0,
Female,Caucasian,20,7,1,4,220.0,
Female,African American,21,7,1,4,300.0,
Male,Caucasian,33,7,1,4,1000.0,
Female,Caucasian,40,7,1,4,350.0,
Female,Caucasian,58,7,1,4,250.0,
Female,Caucasian,44,7,1,4,250.0,
Male,Caucasian,22,7,1,4,210.0,
Male,Caucasian,35,7,1,4,1000.0,
Male,Caucasian,22,7,1,4,205.0,
Female,Caucasian,56,7,1,4,225.0,
Male,Caucasian,36,7,1,4,220.0,
Male,Caucasian,20,7,1,4,250.0,
Male,Caucasian,44,7,1,4,400.0,
Female,Caucasian,25,7,1,4,400.0,
Female,Caucasian,23,7,1,4,250.0,
Female,Caucasian,36,7,1,4,220.0,
Male,Caucasian,25,7,1,4,500.0,
Male,Caucasian,25,7,1,4,275.0,
Male,Caucasian,27,7,1,4,215.0,
Male,Caucasian,18,7,1,4,250.0,
Female,Asian American,23,7,1,4,300.0,
Female,Caucasian,29,7,1,4,1000.0,
Male,Caucasian,25,7,1,4,500.0,
Male,Caucasian,27,7,1,4,600.0,
Male,Caucasian,21,7,1,4,300.0,
Male,Hispanic,20,7,1,4,500.0,
Female,Caucasian,25,7,1,4,400.0,
Male,Caucasian,20,7,1,4,400.0,
Male,Caucasian,23,7,1,4,230.0,
Male,Caucasian,26,7,1,4,300.0,
Female,Caucasian,24,7,1,4,500.0,
Male,Caucasian,22,7,1,4,275.0,
Male,Caucasian,18,7,1,4,250.0,
Female,Caucasian,35,7,1,4,201.0,
Male,Caucasian,23,7,1,4,250.0,
Male,Caucasian,27,7,1,4,300.0,
Female,Asian American,19,7,1,4,450.0,
Male,Caucasian,18,7,1,4,300.0,
Female,Asian American,20,7,1,4,400.0,
Male,Asian American,26,7,1,4,220.0,
Male,Caucasian,20,7,1,4,500.0,
Male,Caucasian,24,7,1,4,240.0,
Male,Hispanic,23,7,1,4,250.0,
Male,Caucasian,32,7,1,4,250.0,
Male,Caucasian,28,7,1,4,250.0,
Male,Caucasian,23,7,1,4,300.0,
Male,Caucasian,31,7,1,4,250.0,
Male,Caucasian,21,7,1,4,201.0,
Male,Caucasian,32,7,1,4,250.0,
Male,Caucasian,36,7,1,4,300.0,
Male,Caucasian,33,7,1,4,220.0,
Male,Caucasian,29,7,1,4,375.0,
Female,Caucasian,18,7,1,4,350.0,
Male,Caucasian,21,7,1,4,500.0,
Male,Asian American,26,7,1,4,220.0,
Female,Caucasian,22,7,1,4,300.0,
Male,Caucasian,18,7,1,4,600.0,
Male,Caucasian,21,7,1,4,500.0,
Male,Caucasian,22,7,1,4,300.0,
Male,Caucasian,24,7,1,4,400.0,
Male,Caucasian,25,7,1,4,300.0,
Male,Caucasian,31,7,1,4,203.0,
Male,Caucasian,23,7,1,4,400.0,
Male,Hispanic,33,7,1,4,201.0,
Male,Caucasian,23,7,1,4,250.0,
Male,Caucasian,28,7,1,4,400.0,
Male,Caucasian,23,7,1,4,400.0,
Male,Caucasian,32,7,1,4,350.0,
Male,Caucasian,19,7,1,4,300.0,
Male,Hispanic,18,7,1,4,250.0,
Male,Caucasian,30,7,1,4,250.0,
Female,Asian American,39,7,1,4,500.0,
Male,Asian American,20,7,1,4,250.0,
Female,Caucasian,21,7,1,4,300.0,
Female,Caucasian,20,7,1,4,500.0,
Female,Caucasian,36,7,1,4,400.0,
Male,Asian American,18,7,1,4,225.0,
Male,Caucasian,22,7,1,4,250.0,
Female,Caucasian,28,7,1,4,400.0,
Male,Caucasian,59,7,1,4,202.0,
Male,Caucasian,22,7,1,4,400.0,
Male,Caucasian,22,7,1,4,300.0,
Male,Caucasian,51,7,1,4,400.0,
Male,Caucasian,21,7,1,4,250.0,
Male,African American,18,7,1,4,220.0,
Male,Asian American,20,7,1,4,210.0,
Male,Caucasian,19,7,1,4,300.0,
Female,Asian American,19,7,1,4,400.0,
Male,Asian American,22,7,1,4,250.0,
Male,Caucasian,33,7,1,4,1000.0,
Male,Caucasian,26,7,1,4,275.0,
Male,Caucasian,29,7,1,4,235.0,
Male,Caucasian,25,7,1,4,500.0,
Male,Caucasian,26,7,1,4,300.0,
Male,Caucasian,41,7,1,4,300.0,
Female,Caucasian,26,7,1,4,300.0,
Male,Caucasian,23,7,1,4,250.0,
Male,Asian American,21,7,1,4,300.0,
Female,Asian American,19,7,1,4,300.0,
Female,Hispanic,47,7,1,4,400.0,
Male,Caucasian,27,7,1,4,250.0,
Female,Caucasian,28,7,1,4,220.0,
Female,Asian American,25,7,1,4,500.0,
Female,Caucasian,25,8,2,4,225.0,"I don't need the money right now, so if I can wait a short time and get more money I would rather wait."
Male,Caucasian,39,8,2,4,220.0,"I would contemplate how much I may want the money now for an immediate need versus using it for something that would be postponed. Mostly likely it would be used for immediate consumption rather than savings. If I put the money in the bank for a month, the interest that would be made would be so small that it wouldn't make a big difference. However, my initial feeling would be that I'd want a higher rate of return than the equivalent interest rate would be."
Female,Caucasian,52,8,2,4,210.0,It would have to be at least $10.00 more.  This would be a total of $210.  That would make waiting an extra month worth it.  Any amount less would not be worth the extra wait.
Female,Caucasian,49,8,2,4,250.0,"If I could get $50 extra, I would be willing to wait an additional month to receive the $200.  I decided that $250 a month from now would be more useful than $200 now.  I would be willing to wait 30 days for an additional $50, as 30 days isn't that far away, and earning the extra $50 would be worth the wait."
Female,Caucasian,28,8,2,4,300.0,"I would demand at least hundos extra, for I like that money. Money money, yeah yeah."
Female,Caucasian,29,8,2,4,300.0,"I would wait a month if I could receive $200.00 on top of the $200.00 I won.  A month isn't really that long to wait.  To me, it would be wiser to wait a month for the money if it meant doubling it."
Male,Caucasian,30,8,2,4,220.0,"One month is not a lot of time to wait for additional money.  Plus, $200 is a lot, but if I could wait and get more, I woild."
Female,Caucasian,23,8,2,4,215.0,I will wait one month to receive money.  I will wait to earn more money. I think it is worth waiting for.
Male,Caucasian,38,8,2,4,205.0," One month is short enough that I don't anticipate any great loss in interest or real spending power over that time.  I have no immediate need of the money, so essentially it would be getting paid more to do nothing for a month."
Male,Hispanic,19,8,2,4,250.0,A 50 dollar increase would most likely be the minimum to compensate for my desire for instant gratification.
Female,Caucasian,26,8,2,4,300.0,I could have invested the money and made a return within one month.  I also could have played a lottery game and won from using that $200.  I want it to be worth the wait and I believe $300 would be the minimum I would be willing to wait an extra month for.
Male,Caucasian,28,8,2,4,300.0,200 now. i like instant gratificatioon. i'm all about what i can get now in the moment.
Female,Caucasian,60,8,2,4,220.0,I would want at least 5% of the amount.  This is what I could make in the market if I bought stock.  It would also be more than I could make through my credit union. 
Female,Caucasian,19,8,2,4,400.0,I would choose to receive the $200 now.  I may consider waiting 1 month if the reward was at least $400.  I would for sure wait if it was more than $500.
Male,Caucasian,20,8,2,4,225.0,A reward 1 month in the future would have to be at my advantage for me to consider it.  At 1 month an increase in the reward of about 25% would have me waiting a month to recieve it.  Smaller rewards would have to have a higher percentage increase while larger ones would only have to have slightly lower percentages.
Female,African American,39,8,2,4,250.0,I would need to receive more than I could receive from saving the money in an account along with payment for my time.
Male,Caucasian,37,8,2,4,210.0,Would want to make me feel it is worth my time to wait. Would also want to make sure it's more then I could get in interest if I got the money now and were to invest it. 
Female,Hispanic,25,8,2,4,300.0,I would not wait 1 month to receive more money. I will choose to take now the $200.00. I chose this option because is the secure option.
Female,Caucasian,22,8,2,4,300.0,"I would wait the one month for the payment, I didn't work to earn the money, just won it in a raffle. It is not an expected earning so therefore I would probably apply it to a savings account or something of that nature. Waiting a month to receive a larger amount would not cause an immediate harm to my financial situation"
Female,Caucasian,37,8,2,4,250.0,I would always be willing to wait a few weeks to recieve more money as long as all of my bills are paid. the more the better.
Female,Caucasian,35,8,2,4,400.0,"It was free money so I feel that even if I were to only get $200 it is a great benefit. If the amount were to double, I wouldn't mind waiting an extra month because its all really bonus money to me. "
Female,Caucasian,28,8,2,4,250.0,That amount of money is not large enough to warrant waiting for a slightly larger amount. There has to be enough of a trade-off if I am going to delay my pleasure.
Female,Caucasian,58,8,2,4,240.0,I would wait one month for an additional $40.00. I think that is a fair amount to wait a month. I'll say $240.00
Male,Caucasian,51,8,2,4,400.0,400 dollars would be more attractive and would make me want to wait the required time. I think it would have to be a major incentive to make me wait for the prize. 
Male,Caucasian,49,8,2,4,1000.0,"I would require at least 1000 dollars, because I would like to receive the money as soon as possible."
Male,Caucasian,54,8,2,4,210.0,I'm poor. But not bankrupt. I can wait a month.
Female,Caucasian,26,8,2,4,300.0,"I think about how much I need the money now, and then decide that it would take $100 to buy me out of receiving the $200 immediately. "
Male,Caucasian,32,8,2,4,215.0,Fifteen dollars would be acceptable to me. That just seems like an excellent interest rate that would be make it worth the wait.
Female,African American,32,8,2,4,250.0,I would need to get at least $250 for waiting one month . I would want this bump in pay to accommodate me for the inconvenience of waiting
Female,Caucasian,28,8,2,4,400.0,It would have to be a significant amount. I would take double or triple in the next month. I would want  to be able to have access to money immediately.
